id,pid,url,host,keywords,label
372,366,http://money.163.com/finance/,money.163.com,finance,金融
373,366,http://money.163.com/licai/,money.163.com,licai,理财
374,366,http://money.163.com/fund/,money.163.com,fund,基金
375,366,http://money.163.com/photos/,money.163.com,photos,财经图片
376,366,http://v.money.163.com/,v.money.163.com,,财经视频
377,366,http://money.163.com/latest/,money.163.com,latest,滚动
378,366,http://money.163.com/special/002526BH/rank.html,money.163.com,special|rank,排行榜
379,335,http://money.163.com/blog/,money.163.com,blog,财经博客
380,379,http://quotes.money.163.com/,quotes.money.163.com,,行情
381,379,http://money.163.com/yanbao,money.163.com,yanbao,研报
382,379,http://money.163.com/ipo/,money.163.com,ipo,新股
383,379,http://money.163.com/chinext,money.163.com,chinext,创业板
384,379,http://money.163.com/hkstock/,money.163.com,hkstock,港股
385,379,http://money.163.com/usstock,money.163.com,usstock,美股
386,379,http://money.163.com/futures,money.163.com,futures,期货
387,379,http://money.163.com/forex/,money.163.com,forex,外汇
388,379,http://money.163.com/special/00252K33/media.html,money.163.com,special|media,会议
389,379,http://money.163.com/sitemap.html,money.163.com,sitemap,频道地图
390,335,http://auto.163.com/,auto.163.com,,汽车
391,390,http://product.auto.163.com/finder/,product.auto.163.com,finder,选车中心
392,390,http://auto.163.com/buy/,auto.163.com,buy,购车中心
393,390,http://auto.163.com/newcar/,auto.163.com,newcar,新车
394,390,http://auto.163.com/depreciate/,auto.163.com,depreciate,行情
395,390,http://auto.163.com/guide/,auto.163.com,guide,导购
396,390,http://auto.163.com/test/,auto.163.com,test,试驾
397,390,http://pic.auto.163.com/,pic.auto.163.com,,图库
398,390,http://auto.163.com/news/,auto.163.com,news,新闻
399,390,http://auto.163.com/special/000816HI/autoreview09.html,auto.163.com,special,评论
400,390,http://auto.163.com/special/000821NG/car_blog.html,auto.163.com,special|car_blog,博客
401,390,http://auto.163.com/special/000816HI/v3_special.html,auto.163.com,special,专题
402,390,http://auto.163.com/special/00081S9M/07more_yitiaolong.html,auto.163.com,special,用车
403,390,http://club.auto.163.com/,club.auto.163.com,,社区
404,390,http://auto.163.com/special/000827PK/readphoto.html,auto.163.com,special|readphoto,趣闻
405,335,http://sports.163.com/,sports.163.com,,体育
406,405,http://sports.163.com/latest/,sports.163.com,latest,滚动
407,405,http://v.sports.163.com/,v.sports.163.com,,视频
408,405,http://sports.163.com/photo/,sports.163.com,photo,图片
409,405,http://sports.163.com/nba/,sports.163.com,nba,NBA
410,405,http://cbachina.163.com/,cbachina.163.com,,CBA
411,405,http://sports.163.com/yc/,sports.163.com,yc,英超
412,405,http://sports.163.com/yj/,sports.163.com,yj,意甲
413,405,http://sports.163.com/xj/,sports.163.com,xj,西甲
414,405,http://sports.163.com/dj/,sports.163.com,dj,德甲
415,405,http://sports.163.com/gjb/,sports.163.com,gjb,欧冠
416,405,http://zx.caipiao.163.com/?sitemap,zx.caipiao.163.com,,彩票
417,405,http://sports.163.com/gjd/,sports.163.com,gjd,国足
418,405,http://sports.163.com/zc/,sports.163.com,zc,中超
419,405,http://sports.163.com/oversea/,sports.163.com,oversea,海外
420,405,http://sports.163.com/tennis/,sports.163.com,tennis,网球
421,405,http://sports.163.com/f1/,sports.163.com,,F1
422,335,http://lady.163.com/,lady.163.com,,女人
423,422,http://fashion.163.com/,fashion.163.com,,时尚
424,422,http://fushi.163.com/,fushi.163.com,,服饰
425,422,http://lady.163.com/beauty/,lady.163.com,beauty,美容
426,422,http://lady.163.com/fit/,lady.163.com,fit,减肥
427,422,http://lady.163.com/sense/,lady.163.com,sense,情爱
428,422,http://lady.163.com/special/0026sp/nvrenbang.html,lady.163.com,special|nvrenbang,女人帮
429,422,http://lady.163.com/astro/,lady.163.com,astro,星座
